transaction_id,machine_id,location_city,location_type,refill_date,refill_time,product_id,product_name,product_category,unit_price,quantity_refilled,quantity_sold,current_stock,revenue_generated,refill_person_id,refill_person_name,machine_status,temperature_C,payment_method,avg_customer_rating,downtime_minutes,power_consumption_kwh,network_latency_ms,maintenance_flag,refill_datetime
VMX-13076,VM-076,Kolkata,Hospital,28-06-2025,15:48:00,P-102,Bisleri Water,Drinks,47.02,123.0,117.0,6.0,5501.34,RP-017,Deepa,Working,10.2,Cash,3.7,86.0,3.83,481.0,0.0,2025-06-28 15:48:00
VMX-13077,VM-297,Pune,Metro Station,26-09-2025,00:01:00,P-108,Sprite Bottle,Drinks,100.77,197.0,186.0,11.0,18743.22,RP-017,Kiran,Low Power,23.5,Card,3.7,100.0,3.79,187.0,1.0,2025-09-26 00:01:00
VMX-13078,VM-240,Delhi,Mall,15-01-2025,09:32:00,P-100,Lays Classic,Snacks,140.17,36.0,28.0,8.0,3924.76,RP-012,Rahul,Low Power,15.6,Cash,4.5,101.0,2.29,245.0,1.0,2025-01-15 09:32:00
VMX-13079,VM-294,Pune,Hospital,07-09-2025,15:46:00,P-109,Doritos,Snacks,89.15,45.0,44.0,1.0,3922.6,RP-015,Amit,Working,12.4,Card,3.3,111.0,4.63,423.0,0.0,2025-09-07 15:46:00
VMX-13080,VM-006,Bangalore,Hospital,06-01-2025,04:31:00,P-105,Dettol Wipe,Hygiene,140.81,80.0,79.0,1.0,11123.99,RP-012,Mahesh,Low Power,22.6,Card,3.4,114.0,3.77,405.0,0.0,2025-01-06 04:31:00
VMX-13081,VM-284,Mumbai,Metro Station,10-05-2025,11:15:00,P-108,Sprite Bottle,Drinks,106.86,101.0,98.0,3.0,10472.28,RP-001,Ravi,Low Power,17.7,Cash,2.5,113.0,1.15,225.0,0.0,2025-05-10 11:15:00
VMX-13082,VM-272,Chennai,Metro Station,11-02-2025,11:23:00,P-100,Lays Classic,Snacks,13.54,176.0,157.0,19.0,2125.78,RP-008,Rahul,Maintenance,12.4,Cash,4.6,32.0,2.28,273.0,1.0,2025-02-11 11:23:00
VMX-13083,VM-159,Chennai,College,05-06-2025,23:34:00,P-102,Bisleri Water,Drinks,39.7,52.0,49.0,3.0,1945.3,RP-007,Rahul,Maintenance,18.6,Card,2.3,57.0,2.61,357.0,0.0,2025-06-05 23:34:00
VMX-13084,VM-299,Chennai,Metro Station,10-02-2025,10:27:00,P-103,Oreo Pack,Snacks,141.29,81.0,64.0,17.0,9042.56,RP-002,Rajesh,Working,15.2,Card,4.0,55.0,3.39,412.0,0.0,2025-02-10 10:27:00
VMX-13085,VM-033,Kolkata,Mall,27-02-2025,20:50:00,P-100,Lays Classic,Snacks,127.53,73.0,60.0,13.0,7651.8,RP-017,Rajesh,Low Power,10.6,Card,3.9,8.0,2.81,147.0,0.0,2025-02-27 20:50:00
VMX-13086,VM-142,Chennai,Mall,29-09-2025,04:04:00,P-106,Snickers Bar,Snacks,90.91,173.0,166.0,7.0,15091.06,RP-018,Rajesh,Maintenance,18.7,Card,4.7,50.0,1.54,345.0,0.0,2025-09-29 04:04:00
VMX-13087,VM-074,Hyderabad,Metro Station,27-05-2025,01:23:00,P-100,Lays Classic,Snacks,119.31,67.0,50.0,17.0,5965.5,RP-012,Mahesh,Low Power,15.7,Cash,3.7,24.0,3.98,342.0,0.0,2025-05-27 01:23:00
VMX-13088,VM-271,Pune,Hospital,07-10-2025,11:47:00,P-102,Bisleri Water,Drinks,101.37,33.0,25.0,8.0,2534.25,RP-011,Anita,Maintenance,24.0,Cash,3.6,34.0,2.09,57.0,0.0,2025-10-07 11:47:00
VMX-13089,VM-096,Mumbai,College,07-06-2025,14:04:00,P-108,Sprite Bottle,Drinks,142.13,129.0,118.0,11.0,16771.34,RP-012,Anita,Maintenance,16.9,Card,3.4,43.0,2.6,128.0,0.0,2025-06-07 14:04:00
VMX-13090,VM-159,Chennai,Hospital,20-07-2025,00:37:00,P-100,Lays Classic,Snacks,130.11,32.0,21.0,11.0,2732.31,RP-004,Deepa,Working,22.9,Cash,4.5,116.0,4.12,448.0,0.0,2025-07-20 00:37:00
VMX-13091,VM-029,Kolkata,Office,11-07-2025,12:27:00,P-105,Dettol Wipe,Hygiene,17.37,121.0,101.0,20.0,1754.37,RP-001,Deepa,Maintenance,10.3,Card,4.6,82.0,2.49,284.0,1.0,2025-07-11 12:27:00
VMX-13092,VM-128,Pune,College,01-09-2025,18:44:00,P-105,Dettol Wipe,Hygiene,77.86,167.0,161.0,6.0,12535.46,RP-020,Anita,Low Power,14.0,UPI,2.5,72.0,4.37,71.0,0.0,2025-09-01 18:44:00
VMX-13093,VM-064,Hyderabad,Mall,18-07-2025,00:37:00,P-105,Dettol Wipe,Hygiene,131.74,41.0,23.0,18.0,3030.02,RP-015,Kiran,Low Power,17.5,UPI,2.6,86.0,3.61,136.0,0.0,2025-07-18 00:37:00
VMX-13094,VM-214,Kolkata,Mall,26-01-2025,04:27:00,P-101,Pepsi Can,Drinks,20.4,181.0,163.0,18.0,3325.2,RP-008,Rajesh,Low Power,12.9,Card,4.8,13.0,4.13,488.0,0.0,2025-01-26 04:27:00
VMX-13095,VM-084,Bangalore,Hospital,20-02-2025,08:23:00,P-100,Lays Classic,Snacks,95.69,157.0,150.0,7.0,14353.5,RP-018,Mahesh,Working,14.6,Cash,4.4,94.0,4.53,313.0,1.0,2025-02-20 08:23:00
VMX-13096,VM-283,Mumbai,Hospital,13-06-2025,12:57:00,P-104,Red Bull,Drinks,98.63,113.0,100.0,13.0,9863.0,RP-018,Mahesh,Maintenance,19.9,UPI,4.8,5.0,1.13,416.0,1.0,2025-06-13 12:57:00
VMX-13097,VM-241,Kolkata,Office,06-10-2025,03:20:00,P-108,Sprite Bottle,Drinks,90.61,109.0,103.0,6.0,9332.83,RP-002,Ravi,Low Power,14.0,Card,3.6,88.0,3.99,220.0,1.0,2025-10-06 03:20:00
VMX-13098,VM-141,Pune,College,04-09-2025,14:39:00,P-108,Sprite Bottle,Drinks,24.91,182.0,181.0,1.0,4508.71,RP-010,Fatima,Maintenance,23.1,Cash,3.0,96.0,4.37,452.0,0.0,2025-09-04 14:39:00
VMX-13099,VM-233,Hyderabad,College,24-06-2025,08:07:00,P-104,Red Bull,Drinks,47.95,124.0,122.0,2.0,5849.9,RP-001,Kiran,Low Power,16.2,Cash,4.7,50.0,2.71,333.0,1.0,2025-06-24 08:07:00
VMX-13100,VM-205,Bangalore,Hospital,01-05-2025,20:43:00,P-104,Red Bull,Drinks,129.93,100.0,90.0,10.0,11693.7,RP-016,Kiran,Low Power,15.4,Card,4.7,79.0,3.4,136.0,0.0,2025-05-01 20:43:00
VMX-13101,VM-095,Mumbai,Hospital,22-02-2025,13:11:00,P-104,Red Bull,Drinks,49.42,53.0,46.0,7.0,2273.32,RP-009,Fatima,Low Power,19.2,Cash,3.6,50.0,1.39,247.0,0.0,2025-02-22 13:11:00
VMX-13102,VM-192,Kolkata,Mall,21-06-2025,17:03:00,P-108,Sprite Bottle,Drinks,82.34,123.0,117.0,6.0,9633.78,RP-007,Ravi,Maintenance,15.4,Card,2.6,86.0,4.91,226.0,1.0,2025-06-21 17:03:00
VMX-13103,VM-149,Mumbai,Mall,25-03-2025,15:32:00,P-101,Pepsi Can,Drinks,124.13,133.0,133.0,0.0,16509.29,RP-010,Anita,Low Power,24.7,Card,4.4,57.0,1.68,139.0,0.0,2025-03-25 15:32:00
VMX-13104,VM-209,Pune,Mall,14-07-2025,02:39:00,P-109,Doritos,Snacks,134.44,48.0,33.0,15.0,4436.52,RP-006,Deepa,Maintenance,18.2,Card,4.8,119.0,4.26,388.0,0.0,2025-07-14 02:39:00
VMX-13105,VM-271,Mumbai,Office,11-09-2025,09:00:00,P-101,Pepsi Can,Drinks,40.17,200.0,190.0,10.0,7632.3,RP-015,Anita,Working,23.0,Cash,3.8,19.0,3.3,264.0,0.0,2025-09-11 09:00:00
VMX-13106,VM-029,Mumbai,College,06-09-2025,18:36:00,P-107,Colgate Mini,Hygiene,58.61,107.0,93.0,14.0,5450.73,RP-017,Suresh,Maintenance,14.3,Cash,3.0,11.0,3.02,355.0,1.0,2025-09-06 18:36:00
VMX-13107,VM-189,Bangalore,Metro Station,06-03-2025,09:06:00,P-104,Red Bull,Drinks,56.72,39.0,21.0,18.0,1191.12,RP-014,Suresh,Low Power,18.2,Cash,2.2,54.0,4.38,94.0,1.0,2025-03-06 09:06:00
VMX-13108,VM-061,Chennai,Office,09-05-2025,19:58:00,P-100,Lays Classic,Snacks,134.71,186.0,174.0,12.0,23439.54,RP-011,Suresh,Working,17.4,UPI,4.5,2.0,1.39,234.0,1.0,2025-05-09 19:58:00
VMX-13109,VM-040,Chennai,Hospital,14-07-2025,21:19:00,P-109,Doritos,Snacks,23.39,131.0,128.0,3.0,2993.92,RP-008,Suresh,Low Power,16.4,Card,2.8,92.0,3.48,153.0,1.0,2025-07-14 21:19:00
VMX-13110,VM-250,Hyderabad,Metro Station,08-01-2025,19:00:00,P-101,Pepsi Can,Drinks,98.1,149.0,147.0,2.0,14420.7,RP-012,Rajesh,Maintenance,11.5,UPI,4.7,13.0,2.25,233.0,0.0,2025-01-08 19:00:00
VMX-13111,VM-097,Pune,Hospital,03-07-2025,10:34:00,P-104,Red Bull,Drinks,91.54,196.0,176.0,20.0,16111.04,RP-007,Kiran,Maintenance,10.5,UPI,2.5,50.0,2.71,89.0,0.0,2025-07-03 10:34:00
VMX-13112,VM-277,Chennai,Metro Station,05-02-2025,12:52:00,P-108,Sprite Bottle,Drinks,46.01,153.0,137.0,16.0,6303.37,RP-005,Rajesh,Maintenance,12.5,Cash,4.0,2.0,4.29,359.0,0.0,2025-02-05 12:52:00
VMX-13113,VM-002,Bangalore,College,22-05-2025,08:21:00,P-107,Colgate Mini,Hygiene,139.93,99.0,87.0,12.0,12173.91,RP-001,Kiran,Maintenance,10.0,UPI,4.1,15.0,3.7,364.0,0.0,2025-05-22 08:21:00
VMX-13114,VM-015,Bangalore,Hospital,29-04-2025,06:03:00,P-108,Sprite Bottle,Drinks,21.71,151.0,136.0,15.0,2952.56,RP-013,Suresh,Maintenance,24.9,UPI,2.6,26.0,4.13,163.0,1.0,2025-04-29 06:03:00
VMX-13115,VM-198,Hyderabad,Office,17-04-2025,04:58:00,P-109,Doritos,Snacks,129.99,35.0,27.0,8.0,3509.73,RP-019,Mahesh,Low Power,17.0,UPI,2.6,107.0,1.56,264.0,1.0,2025-04-17 04:58:00
VMX-13116,VM-098,Kolkata,Office,18-04-2025,18:29:00,P-104,Red Bull,Drinks,92.56,33.0,22.0,11.0,2036.32,RP-012,Ravi,Working,20.2,UPI,4.4,75.0,2.74,124.0,1.0,2025-04-18 18:29:00
VMX-13117,VM-131,Hyderabad,Office,23-08-2025,05:29:00,P-100,Lays Classic,Snacks,98.68,35.0,35.0,0.0,3453.8,RP-003,Anita,Maintenance,20.5,Cash,4.8,49.0,2.16,455.0,0.0,2025-08-23 05:29:00
VMX-13118,VM-159,Delhi,College,11-08-2025,11:26:00,P-109,Doritos,Snacks,96.09,42.0,36.0,6.0,3459.24,RP-006,Deepa,Low Power,23.3,Cash,3.3,5.0,2.65,326.0,0.0,2025-08-11 11:26:00
VMX-13119,VM-097,Pune,Metro Station,04-07-2025,14:38:00,P-102,Bisleri Water,Drinks,36.51,86.0,80.0,6.0,2920.8,RP-011,Rahul,Low Power,15.5,Card,3.7,19.0,2.3,378.0,1.0,2025-07-04 14:38:00
VMX-13120,VM-235,Chennai,Hospital,19-05-2025,19:28:00,P-104,Red Bull,Drinks,131.41,102.0,97.0,5.0,12746.77,RP-012,Deepa,Working,12.4,Card,4.0,79.0,3.69,273.0,0.0,2025-05-19 19:28:00
VMX-13121,VM-233,Hyderabad,Mall,05-08-2025,11:49:00,P-108,Sprite Bottle,Drinks,36.34,145.0,132.0,13.0,4796.88,RP-003,Mahesh,Working,12.5,Card,2.2,28.0,3.58,408.0,1.0,2025-08-05 11:49:00
VMX-13122,VM-148,Delhi,Metro Station,02-04-2025,02:19:00,P-105,Dettol Wipe,Hygiene,120.04,184.0,176.0,8.0,21127.04,RP-007,Deepa,Low Power,20.1,UPI,4.3,58.0,2.15,309.0,0.0,2025-04-02 02:19:00
VMX-13123,VM-191,Kolkata,Office,07-03-2025,11:09:00,P-109,Doritos,Snacks,69.49,153.0,147.0,6.0,10215.03,RP-007,Mahesh,Maintenance,22.9,UPI,4.1,119.0,4.02,138.0,0.0,2025-03-07 11:09:00
VMX-13124,VM-011,Kolkata,Hospital,14-07-2025,13:54:00,P-105,Dettol Wipe,Hygiene,18.84,70.0,61.0,9.0,1149.24,RP-018,Rahul,Maintenance,18.5,Card,4.2,19.0,4.89,180.0,1.0,2025-07-14 13:54:00
VMX-13125,VM-280,Hyderabad,College,01-08-2025,03:01:00,P-101,Pepsi Can,Drinks,144.75,141.0,131.0,10.0,18962.25,RP-002,Suresh,Working,12.4,Cash,4.1,26.0,3.33,236.0,0.0,2025-08-01 03:01:00
VMX-13126,VM-098,Bangalore,Metro Station,20-09-2025,07:08:00,P-102,Bisleri Water,Drinks,23.51,126.0,107.0,19.0,2515.57,RP-012,Anita,Working,13.9,Cash,4.8,52.0,4.28,371.0,0.0,2025-09-20 07:08:00
VMX-13127,VM-104,Mumbai,College,01-06-2025,08:20:00,P-106,Snickers Bar,Snacks,114.13,52.0,49.0,3.0,5592.37,RP-011,Mahesh,Low Power,14.8,Card,3.2,69.0,4.45,302.0,0.0,2025-06-01 08:20:00
VMX-13128,VM-217,Pune,Office,21-02-2025,06:11:00,P-101,Pepsi Can,Drinks,105.06,183.0,172.0,11.0,18070.32,RP-006,Suresh,Working,20.6,UPI,2.6,45.0,4.17,262.0,0.0,2025-02-21 06:11:00
VMX-13129,VM-175,Mumbai,College,07-04-2025,02:02:00,P-103,Oreo Pack,Snacks,36.92,119.0,101.0,18.0,3728.92,RP-019,Rajesh,Working,12.6,Card,3.6,45.0,2.17,223.0,0.0,2025-04-07 02:02:00
VMX-13130,VM-083,Delhi,Hospital,12-08-2025,20:49:00,P-107,Colgate Mini,Hygiene,145.38,163.0,148.0,15.0,21516.24,RP-001,Amit,Working,14.9,UPI,2.1,86.0,3.33,57.0,1.0,2025-08-12 20:49:00
VMX-13131,VM-288,Mumbai,Hospital,11-07-2025,00:30:00,P-108,Sprite Bottle,Drinks,94.98,40.0,21.0,19.0,1994.58,RP-019,Kiran,Maintenance,18.6,Card,2.7,67.0,4.8,341.0,0.0,2025-07-11 00:30:00
VMX-13132,VM-089,Bangalore,College,20-05-2025,12:07:00,P-109,Doritos,Snacks,50.65,194.0,180.0,14.0,9117.0,RP-020,Mahesh,Working,12.1,Cash,3.1,14.0,2.98,217.0,1.0,2025-05-20 12:07:00
VMX-13133,VM-085,Mumbai,College,20-06-2025,06:12:00,P-103,Oreo Pack,Snacks,135.81,135.0,129.0,6.0,17519.49,RP-005,Fatima,Maintenance,19.1,UPI,4.9,64.0,2.73,322.0,1.0,2025-06-20 06:12:00
VMX-13134,VM-083,Hyderabad,College,05-02-2025,02:24:00,P-108,Sprite Bottle,Drinks,126.67,88.0,82.0,6.0,10386.94,RP-013,Deepa,Working,14.6,Card,2.8,59.0,1.83,364.0,1.0,2025-02-05 02:24:00
VMX-13135,VM-182,Mumbai,Hospital,10-02-2025,00:21:00,P-105,Dettol Wipe,Hygiene,105.82,94.0,88.0,6.0,9312.16,RP-003,Mahesh,Working,20.2,Card,4.3,59.0,2.32,262.0,0.0,2025-02-10 00:21:00
VMX-13136,VM-232,Pune,Mall,19-06-2025,17:24:00,P-108,Sprite Bottle,Drinks,138.89,159.0,141.0,18.0,19583.49,RP-011,Fatima,Low Power,13.1,Cash,2.6,33.0,3.27,443.0,1.0,2025-06-19 17:24:00
VMX-13137,VM-218,Bangalore,College,08-10-2025,13:02:00,P-102,Bisleri Water,Drinks,113.85,63.0,52.0,11.0,5920.2,RP-020,Fatima,Working,18.3,Card,2.8,83.0,3.3,494.0,0.0,2025-10-08 13:02:00
VMX-13138,VM-031,Pune,Office,30-05-2025,00:22:00,P-105,Dettol Wipe,Hygiene,27.38,97.0,94.0,3.0,2573.72,RP-001,Ravi,Maintenance,13.6,UPI,3.4,34.0,3.86,357.0,1.0,2025-05-30 00:22:00
VMX-13139,VM-211,Chennai,Hospital,04-04-2025,05:51:00,P-103,Oreo Pack,Snacks,119.7,85.0,83.0,2.0,9935.1,Unknown,Deepa,Maintenance,14.0,Cash,4.1,94.0,4.45,196.0,1.0,2025-04-04 05:51:00
VMX-13140,VM-014,Pune,College,29-05-2025,04:16:00,P-103,Oreo Pack,Snacks,93.96,121.0,121.0,0.0,11369.16,RP-015,Anita,Maintenance,19.4,Cash,3.1,30.0,4.72,408.0,1.0,2025-05-29 04:16:00
VMX-13141,VM-091,Hyderabad,Metro Station,20-08-2025,13:32:00,P-108,Sprite Bottle,Drinks,101.19,180.0,175.0,5.0,17708.25,RP-004,Fatima,Maintenance,18.2,Cash,2.5,100.0,4.92,246.0,1.0,2025-08-20 13:32:00
VMX-13142,VM-250,Hyderabad,Mall,21-01-2025,19:51:00,P-101,Pepsi Can,Drinks,141,60.0,43.0,17.0,6063.0,RP-001,Rahul,Low Power,18.8,Cash,3.8,86.0,1.99,493.0,0.0,2025-01-21 19:51:00
VMX-13143,VM-121,Hyderabad,Hospital,24-06-2025,20:13:00,P-105,Dettol Wipe,Hygiene,97.18,39.0,24.0,15.0,2332.32,RP-002,Amit,Maintenance,22.7,Cash,2.7,76.0,2.9,322.0,1.0,2025-06-24 20:13:00
VMX-13144,VM-177,Pune,Hospital,28-08-2025,15:58:00,P-100,Lays Classic,Snacks,53.17,185.0,178.0,7.0,9464.26,RP-006,Deepa,Working,17.0,UPI,2.4,87.0,1.46,167.0,0.0,2025-08-28 15:58:00
VMX-13145,VM-213,Chennai,Hospital,22-06-2025,12:36:00,P-103,Oreo Pack,Snacks,13.47,71.0,66.0,5.0,889.02,RP-009,Ravi,Working,23.9,Cash,2.2,12.0,2.43,354.0,1.0,2025-06-22 12:36:00
VMX-13146,VM-212,Delhi,Hospital,04-06-2025,05:09:00,P-108,Sprite Bottle,Drinks,41.75,94.0,77.0,17.0,3214.75,RP-007,Ravi,Low Power,14.5,Cash,2.1,112.0,4.33,65.0,0.0,2025-06-04 05:09:00
VMX-13147,VM-196,Delhi,Office,08-02-2025,11:52:00,P-104,Red Bull,Drinks,106.8,50.0,43.0,7.0,4592.4,RP-007,Kiran,Low Power,17.4,Cash,3.2,53.0,4.53,411.0,0.0,2025-02-08 11:52:00
VMX-13148,VM-070,Bangalore,Mall,28-03-2025,05:32:00,P-105,Dettol Wipe,Hygiene,21.69,97.0,87.0,10.0,1887.03,RP-011,Suresh,Low Power,17.7,UPI,4.2,105.0,3.87,278.0,0.0,2025-03-28 05:32:00
VMX-13149,VM-282,Bangalore,Mall,13-08-2025,14:20:00,P-104,Red Bull,Drinks,93.45,124.0,113.0,11.0,10559.85,RP-012,Amit,Working,20.0,UPI,2.0,87.0,2.55,53.0,1.0,2025-08-13 14:20:00
VMX-13150,VM-021,Bangalore,Office,09-02-2025,10:17:00,P-104,Red Bull,Drinks,22.37,70.0,50.0,20.0,1118.5,RP-009,Rajesh,Maintenance,13.1,UPI,4.7,1.0,1.43,150.0,0.0,2025-02-09 10:17:00
VMX-13151,VM-130,Hyderabad,College,18-05-2025,18:07:00,P-107,Colgate Mini,Hygiene,98.82,68.0,48.0,20.0,4743.36,RP-012,Amit,Low Power,24.2,Card,3.2,105.0,4.71,202.0,0.0,2025-05-18 18:07:00
VMX-13152,VM-161,Chennai,Mall,27-07-2025,08:43:00,P-107,Colgate Mini,Hygiene,140.56,38.0,33.0,5.0,4638.48,RP-013,Rajesh,Low Power,17.6,UPI,3.8,55.0,2.92,206.0,1.0,2025-07-27 08:43:00
VMX-13153,VM-100,Hyderabad,College,21-09-2025,13:45:00,P-107,Colgate Mini,Hygiene,98.14,67.0,55.0,12.0,5397.7,RP-008,Suresh,Working,12.0,Card,4.3,94.0,4.21,418.0,0.0,2025-09-21 13:45:00
VMX-13154,VM-248,Hyderabad,Metro Station,02-08-2025,21:55:00,P-101,Pepsi Can,Drinks,126.18,20.0,15.0,5.0,1892.7,RP-019,Kiran,Working,14.4,Card,2.8,12.0,4.43,230.0,0.0,2025-08-02 21:55:00
VMX-13155,VM-022,Kolkata,Mall,05-03-2025,13:47:00,P-104,Red Bull,Drinks,112.86,110.0,97.0,13.0,10947.42,RP-018,Anita,Maintenance,24.2,Card,2.5,3.0,4.28,313.0,0.0,2025-03-05 13:47:00
VMX-13156,VM-037,Chennai,College,10-06-2025,22:25:00,P-102,Bisleri Water,Drinks,145.9,137.0,119.0,18.0,17362.1,RP-001,Rahul,Low Power,15.7,Card,4.8,78.0,1.68,500.0,0.0,2025-06-10 22:25:00
VMX-13157,VM-172,Kolkata,College,24-01-2025,17:32:00,P-102,Bisleri Water,Drinks,112.44,135.0,119.0,16.0,13380.36,RP-014,Unknown,Working,12.9,Card,4.6,28.0,2.14,433.0,1.0,2025-01-24 17:32:00
VMX-13158,VM-072,Bangalore,Metro Station,29-08-2025,06:01:00,P-101,Pepsi Can,Drinks,20.97,32.0,28.0,4.0,587.16,RP-012,Rahul,Low Power,20.5,Cash,4.1,17.0,3.37,128.0,0.0,2025-08-29 06:01:00
VMX-13159,VM-284,Bangalore,Mall,15-04-2025,07:23:00,P-107,Colgate Mini,Hygiene,31.34,70.0,69.0,1.0,2162.46,RP-008,Rahul,Maintenance,19.3,UPI,2.2,89.0,1.48,173.0,1.0,2025-04-15 07:23:00
VMX-13160,VM-225,Pune,Hospital,23-08-2025,19:10:00,P-107,Colgate Mini,Hygiene,138.71,82.0,65.0,17.0,9016.15,RP-013,Rajesh,Maintenance,22.3,Cash,3.2,81.0,3.21,200.0,0.0,2025-08-23 19:10:00
VMX-13161,VM-131,Delhi,Office,18-06-2025,03:19:00,P-102,Bisleri Water,Drinks,93.04,118.0,105.0,13.0,9769.2,RP-017,Kiran,Low Power,16.9,Cash,2.1,51.0,1.62,61.0,1.0,2025-06-18 03:19:00
VMX-13162,VM-064,Pune,Metro Station,02-06-2025,18:39:00,P-108,Sprite Bottle,Drinks,19.04,193.0,176.0,17.0,3351.04,RP-015,Amit,Working,12.6,Card,3.5,8.0,1.83,438.0,0.0,2025-06-02 18:39:00
VMX-13163,VM-044,Pune,Metro Station,03-03-2025,09:57:00,P-108,Sprite Bottle,Drinks,48.04,185.0,179.0,6.0,8599.16,RP-004,Ravi,Maintenance,24.4,UPI,3.8,31.0,4.57,60.0,1.0,2025-03-03 09:57:00
VMX-13164,VM-145,Chennai,Mall,23-06-2025,01:55:00,P-100,Lays Classic,Snacks,149.82,91.0,73.0,18.0,10936.86,RP-006,Rajesh,Working,22.4,Card,2.5,71.0,4.55,53.0,0.0,2025-06-23 01:55:00
VMX-13165,VM-194,Pune,Mall,27-02-2025,13:05:00,P-108,Sprite Bottle,Drinks,49.34,186.0,178.0,8.0,8782.52,RP-014,Amit,Low Power,22.5,Card,4.2,98.0,2.32,492.0,0.0,2025-02-27 13:05:00
VMX-13166,VM-008,Delhi,Office,23-02-2025,06:31:00,P-106,Snickers Bar,Snacks,42.57,81.0,65.0,16.0,2767.05,RP-016,Anita,Working,10.6,UPI,3.2,20.0,1.7,486.0,1.0,2025-02-23 06:31:00
VMX-13167,VM-270,Chennai,College,04-07-2025,17:13:00,P-109,Doritos,Snacks,47.49,103.0,99.0,4.0,4701.51,RP-014,Suresh,Low Power,17.4,Cash,5.0,15.0,2.65,453.0,1.0,2025-07-04 17:13:00
VMX-13168,VM-098,Bangalore,Metro Station,03-09-2025,03:52:00,P-106,Snickers Bar,Snacks,67.48,148.0,140.0,8.0,9447.2,RP-002,Ravi,Working,23.3,Card,3.9,120.0,2.35,445.0,1.0,2025-09-03 03:52:00
VMX-13169,VM-062,Kolkata,College,27-09-2025,02:58:00,P-101,Pepsi Can,Drinks,127.47,161.0,108.0,11.0,19120.5,RP-004,Anita,Low Power,10.7,Cash,4.3,47.0,2.0,222.0,1.0,2025-09-27 02:58:00
VMX-13170,VM-276,Hyderabad,Mall,19-02-2025,08:03:00,P-108,Sprite Bottle,Drinks,32.82,171.0,171.0,0.0,5612.22,RP-008,Deepa,Low Power,13.4,Cash,3.2,104.0,2.53,75.0,0.0,2025-02-19 08:03:00
VMX-13171,VM-285,Pune,Office,03-04-2025,14:33:00,P-107,Colgate Mini,Hygiene,23.31,163.0,145.0,18.0,3379.95,RP-015,Fatima,Maintenance,21.9,Cash,3.6,109.0,3.46,482.0,0.0,2025-04-03 14:33:00
VMX-13172,VM-131,Mumbai,Mall,28-06-2025,02:00:00,P-104,Red Bull,Drinks,79.81,133.0,132.0,1.0,10534.92,RP-001,Fatima,Working,12.8,Card,2.5,12.0,1.86,410.0,0.0,2025-06-28 02:00:00
VMX-13173,VM-120,Hyderabad,Office,17-02-2025,23:19:00,P-104,Red Bull,Drinks,127.4,64.0,55.0,9.0,7007.0,RP-010,Anita,Low Power,18.5,Card,3.9,37.0,1.59,217.0,1.0,2025-02-17 23:19:00
VMX-13174,VM-215,Pune,Metro Station,16-02-2025,18:28:00,Unknown,Oreo Pack,Snacks,52.05,24.0,24.0,0.0,1249.2,RP-008,Suresh,Low Power,15.4,Cash,2.8,79.0,2.46,391.0,0.0,2025-02-16 18:28:00
VMX-13175,VM-200,Hyderabad,Hospital,15-08-2025,12:54:00,P-103,Oreo Pack,Snacks,98.15,74.0,74.0,0.0,7263.1,RP-001,Kiran,Maintenance,23.9,UPI,4.1,51.0,3.23,187.0,1.0,2025-08-15 12:54:00
VMX-13176,VM-251,Bangalore,Metro Station,16-01-2025,19:33:00,P-104,Red Bull,Drinks,121.47,157.0,153.0,4.0,18584.91,RP-010,Fatima,Working,17.7,Card,3.2,50.0,3.42,165.0,1.0,2025-01-16 19:33:00
VMX-13177,VM-159,Mumbai,Hospital,09-07-2025,14:09:00,P-104,Red Bull,Drinks,135.55,34.0,24.0,10.0,3253.2,RP-006,Ravi,Working,21.7,UPI,4.6,83.0,4.86,128.0,0.0,2025-07-09 14:09:00
VMX-13178,VM-081,Kolkata,Mall,31-05-2025,03:30:00,P-109,Doritos,Snacks,20.41,21.0,13.0,8.0,265.33,RP-003,Rahul,Working,10.9,Cash,4.1,49.0,2.69,471.0,1.0,2025-05-31 03:30:00
VMX-13179,VM-285,Pune,Mall,07-10-2025,11:50:00,P-103,Oreo Pack,Snacks,124.49,54.0,51.0,3.0,6348.99,RP-012,Fatima,Low Power,20.9,Card,2.2,102.0,2.22,70.0,1.0,2025-10-07 11:50:00
VMX-13180,VM-197,Kolkata,Office,12-06-2025,12:22:00,P-107,Colgate Mini,Hygiene,22.37,60.0,47.0,13.0,1051.39,RP-004,Kiran,Low Power,15.9,UPI,3.4,42.0,2.83,455.0,0.0,2025-06-12 12:22:00
VMX-13181,VM-268,Delhi,College,11-09-2025,00:06:00,P-101,Pepsi Can,Drinks,125.11,55.0,54.0,1.0,6755.94,RP-011,Fatima,Maintenance,12.9,UPI,3.7,62.0,3.52,463.0,0.0,2025-09-11 00:06:00
VMX-13182,VM-041,Chennai,College,26-06-2025,14:26:00,P-106,Snickers Bar,Snacks,35.54,106.0,102.0,4.0,3625.08,RP-008,Suresh,Low Power,23.1,Card,4.4,65.0,3.58,324.0,0.0,2025-06-26 14:26:00
VMX-13183,VM-006,Kolkata,Office,22-09-2025,23:12:00,P-108,Sprite Bottle,Drinks,68.49,149.0,136.0,13.0,9314.64,RP-007,Anita,Working,12.4,Card,4.6,107.0,2.98,241.0,0.0,2025-09-22 23:12:00
