transaction_id,machine_id,location_city,location_type,refill_date,refill_time,product_id,product_name,product_category,unit_price,quantity_refilled,quantity_sold,current_stock,revenue_generated,refill_person_id,refill_person_name,machine_status,temperature_C,payment_method,avg_customer_rating,downtime_minutes,power_consumption_kwh,network_latency_ms,maintenance_flag
VMX-10844,VM-074,Hyderabad,Office,16-09-2025,03:31:00,P-102,Bisleri Water,Drinks,126.81,68,68,0,8623.08,RP-008,Kiran,Low Power,22.4,Card,3.9,104,1.76,58,0
VMX-10845,VM-061,Mumbai,Office,04-02-2025,08:28:00,P-104,Red Bull,Drinks,26.95,67,65,2,1751.75,RP-013,Mahesh,Maintenance,19,UPI,3.2,26,2.22,367,1
VMX-10846,VM-180,Hyderabad,Office,17-01-2025,15:20:00,P-109,Doritos,Snacks,93.07,193,178,15,16566.46,RP-016,Kiran,Maintenance,21.5,UPI,4.1,79,4.52,400,1
VMX-10847,VM-048,Hyderabad,Mall,01-09-2025,08:34:00,P-100,Lays Classic,Snacks,63.2,144,142,2,8974.4,RP-004,Rajesh,Low Power,21.2,Cash,3.8,60,1.14,208,1
VMX-10848,VM-015,Pune,Hospital,07-03-2025,18:55:00,P-103,Oreo Pack,Snacks,95.92,44,44,0,4220.48,RP-003,Fatima,Working,16.9,Card,3.7,102,4.7,384,0
VMX-10849,VM-232,Chennai,Mall,09-09-2025,05:57:00,P-104,Red Bull,Drinks,91.99,198,182,16,16742.18,RP-002,Anita,Maintenance,15,Cash,4.1,107,1.31,296,1
VMX-10850,VM-094,Bangalore,Office,12-07-2025,01:19:00,P-103,Oreo Pack,Snacks,10.8,187,182,5,1965.6,RP-019,Rajesh,Working,20.7,Card,4.8,14,1.41,121,0
VMX-10851,VM-011,Delhi,Metro Station,07-07-2025,22:27:00,P-109,Doritos,Snacks,88.79,132,117,15,10388.43,RP-012,Fatima,Working,16.3,Cash,2.8,71,3.81,84,0
VMX-10852,VM-125,Bangalore,College,01-09-2025,12:32:00,P-101,Pepsi Can,Drinks,46.79,190,179,11,8375.41,RP-001,Amit,Working,18.6,Card,2.6,84,4.99,241,1
VMX-10853,VM-021,Bangalore,Mall,31-07-2025,03:35:00,P-107,Colgate Mini,Hygiene,19.35,188,183,5,3541.05,RP-005,Anita,Working,21.2,UPI,2,7,3.04,56,0
VMX-10854,VM-071,Chennai,Mall,05-01-2025,09:56:00,P-108,Sprite Bottle,Drinks,103.23,169,153,16,15794.19,RP-016,Suresh,Working,20,UPI,3.4,12,1.69,333,0
VMX-10855,VM-038,Pune,Mall,04-02-2025,15:32:00,P-102,Bisleri Water,Drinks,103.39,150,146,4,15094.94,RP-008,Kiran,Maintenance,15.4,Cash,4.5,52,1.24,271,0
VMX-10856,VM-116,Delhi,Mall,11-07-2025,12:28:00,P-105,Dettol Wipe,Hygiene,119.29,27,21,6,2505.09,RP-016,Rahul,Maintenance,23.3,Card,4.6,81,1.63,356,1
VMX-10857,VM-288,Hyderabad,Mall,16-01-2025,13:04:00,P-107,Colgate Mini,Hygiene,118.23,130,111,19,13123.53,RP-002,Deepa,Low Power,15.9,UPI,4,117,2.37,478,1
VMX-10858,VM-287,Delhi,Metro Station,07-09-2025,12:48:00,P-104,Red Bull,Drinks,129.75,140,124,16,16089,RP-020,Rahul,Working,17,Cash,4.1,43,3.13,365,0
VMX-10859,VM-166,Bangalore,Metro Station,20-09-2025,07:20:00,P-104,Red Bull,Drinks,98.08,89,80,9,7846.4,RP-007,Deepa,Low Power,12.9,UPI,3.6,52,2.11,356,1
VMX-10860,VM-186,Delhi,Metro Station,08-04-2025,21:43:00,P-103,Oreo Pack,Snacks,117.56,55,46,9,5407.76,RP-018,Deepa,Working,22,Card,3.6,15,3.9,498,1
VMX-10861,VM-255,Chennai,Mall,04-04-2025,20:51:00,P-103,Oreo Pack,Snacks,38.8,182,172,10,6673.6,RP-013,Rajesh,Maintenance,14.1,Card,3.4,43,1.59,360,0
VMX-10862,VM-097,Kolkata,Office,21-07-2025,00:04:00,P-104,Red Bull,Drinks,27.42,116,99,17,2714.58,RP-016,Rajesh,Maintenance,18.8,UPI,3.5,53,1.8,76,1
VMX-10863,VM-072,Bangalore,College,18-07-2025,10:07:00,P-107,Colgate Mini,Hygiene,93.34,141,128,13,11947.52,RP-012,Mahesh,Working,22.7,UPI,2.3,68,2.07,451,0
VMX-10864,VM-173,Pune,Office,31-01-2025,00:07:00,P-106,Snickers Bar,Snacks,38.68,189,171,18,6614.28,RP-010,Kiran,Working,13.5,Card,3.8,96,2.07,332,1
VMX-10865,VM-197,Bangalore,Metro Station,12-06-2025,07:10:00,P-103,Oreo Pack,Snacks,31.24,161,-153,18,4467.32,RP-020,Mahesh,Working,11.4,Card,3.8,34,4.24,113,0
VMX-10866,VM-089,Bangalore,Office,24-08-2025,19:10:00,P-103,Oreo Pack,Snacks,128.35,76,69,7,8856.15,RP-004,Mahesh,Working,20.1,UPI,3.7,76,4.4,278,0
VMX-10867,VM-197,Kolkata,Metro Station,16-08-2025,14:09:00,P-103,Oreo Pack,Snacks,24.05,40,27,13,649.35,RP-013,Mahesh,Maintenance,21.5,Cash,4.6,62,2.75,498,1
VMX-10868,VM-106,Chennai,Mall,18-07-2025,14:38:00,P-105,Dettol Wipe,Hygiene,12.9,149,130,19,1677,RP-003,Rahul,Maintenance,20.2,Cash,4.4,26,1.87,230,1
VMX-10869,VM-241,Hyderabad,Metro Station,14-07-2025,19:56:00,P-104,Red Bull,Drinks,44.83,94,87,7,3900.21,RP-008,Ravi,Low Power,20.7,Cash,3.2,44,2.44,60,1
VMX-10870,VM-118,Chennai,Office,12-08-2025,08:22:00,P-106,Snickers Bar,Snacks,111.38,128,126,2,14033.88,RP-009,Rajesh,Working,12.5,Card,3.9,76,3.12,150,0
VMX-10871,VM-284,Hyderabad,Office,23-03-2025,02:39:00,P-106,Snickers Bar,Snacks,61.04,78,76,2,4639.04,RP-003,Fatima,Low Power,16.8,UPI,2.4,55,2.11,145,0
VMX-10872,VM-027,Pune,Mall,29-04-2025,02:39:00,P-106,Snickers Bar,Snacks,53.62,153,151,2,8096.62,RP-010,Fatima,Low Power,24.1,Cash,2.7,103,4.85,358,0
VMX-10873,VM-237,Pune,Office,01-10-2025,03:49:00,P-101,Pepsi Can,Drinks,118.2,88,83,5,9810.6,RP-006,Amit,Maintenance,24,Cash,4.4,41,4.42,442,1
VMX-10874,VM-086,Hyderabad,Hospital,30-01-2025,12:08:00,P-108,Sprite Bottle,Drinks,123.86,148,132,16,16349.52,RP-005,Amit,Working,22.9,UPI,3.7,35,2.85,282,0
VMX-10875,VM-070,Hyderabad,Office,22-01-2025,02:24:00,P-101,Pepsi Can,Drinks,109.88,61,41,20,4505.08,RP-015,Fatima,Low Power,20.2,UPI,3.7,92,2.62,318,1
VMX-10876,VM-209,Bangalore,Metro Station,27-07-2025,08:33:00,P-108,Sprite Bottle,Drinks,59.55,175,157,18,9349.35,RP-016,Amit,Working,13.1,Card,5,107,2.19,359,1
VMX-10877,VM-009,Bangalore,Hospital,11-06-2025,15:12:00,P-106,Snickers Bar,Snacks,62.63,115,115,0,7202.45,RP-005,Rajesh,Maintenance,21.9,Card,2.4,101,2.21,175,0
VMX-10878,VM-239,Chennai,Mall,07-09-2025,12:29:00,P-100,Lays Classic,Snacks,136.07,132,124,8,16872.68,RP-015,Amit,Low Power,24.4,Cash,4.8,114,3.56,101,1
VMX-10879,VM-151,Chennai,Metro Station,10-08-2025,02:38:00,P-105,Dettol Wipe,Hygiene,17.44,139,127,12,2214.88,RP-018,Rajesh,Working,24,UPI,2.2,42,1.77,309,0
VMX-10880,VM-261,Bangalore,Metro Station,19-05-2025,01:01:00,P-100,Lays Classic,Snacks,148.89,57,40,17,5955.6,RP-012,Mahesh,Low Power,16.1,Card,3.4,79,2.31,238,0
VMX-10881,VM-281,Delhi,Metro Station,10-08-2025,16:02:00,P-108,Sprite Bottle,Drinks,91.99,132,117,15,10762.83,RP-017,Ravi,Working,24,UPI,3,91,2.76,419,1
VMX-10882,VM-113,Hyderabad,College,16-07-2025,08:25:00,P-102,Bisleri Water,Drinks,29.91,70,68,2,2033.88,RP-010,Mahesh,Working,12.9,Card,2.6,102,4.3,127,1
VMX-10883,VM-020,Chennai,Hospital,03-02-2025,05:54:00,P-108,Sprite Bottle,Drinks,89.55,73,73,0,6537.15,RP-003,Suresh,Low Power,23.7,Cash,4.8,63,1.46,392,1
VMX-10884,VM-281,Kolkata,Office,13-05-2025,18:35:00,P-105,Dettol Wipe,Hygiene,96.35,115,100,15,9635,RP-011,Fatima,Working,20,Card,3.8,87,2.12,354,0
VMX-10885,VM-154,Mumbai,Hospital,20-05-2025,10:32:00,P-103,Oreo Pack,Snacks,124.09,131,116,15,14394.44,RP-002,Rahul,Low Power,22,UPI,2.3,18,3.22,482,0
VMX-10886,VM-212,Delhi,Hospital,05-10-2025,16:23:00,P-103,Oreo Pack,Snacks,75.01,59,56,3,4200.56,RP-014,Rahul,Low Power,14.5,Cash,2.5,61,4.79,389,0
VMX-10887,VM-213,Mumbai,College,27-07-2025,13:09:00,P-105,Dettol Wipe,Hygiene,139.66,34,21,13,2932.86,RP-011,Deepa,Working,14.6,UPI,4.6,62,4.71,252,0
VMX-10888,VM-085,Chennai,Mall,05-05-2025,19:51:00,P-106,Snickers Bar,Snacks,70.21,80,71,9,4984.91,RP-020,Deepa,Maintenance,15.7,Cash,2.3,10,4.18,54,0
VMX-10889,VM-242,Bangalore,College,19-03-2025,01:00:00,P-108,Sprite Bottle,Drinks,70,43,23,20,1610,RP-005,Anita,Low Power,20.2,Card,3.1,73,1.35,134,1
VMX-10890,VM-099,Kolkata,Mall,21-01-2025,19:00:00,P-105,Dettol Wipe,Hygiene,24,169,167,2,4008,RP-013,Rajesh,Working,14,UPI,3.8,67,1.29,363,1
VMX-10891,VM-264,Hyderabad,Hospital,22-03-2025,20:49:00,P-102,Bisleri Water,Drinks,19.09,175,167,8,3188.03,RP-020,Suresh,Maintenance,14.3,UPI,4.6,85,1.65,292,1
VMX-10892,VM-121,Kolkata,Office,25-07-2025,13:51:00,P-105,Dettol Wipe,Hygiene,143.24,98,89,9,12748.36,RP-011,Suresh,Working,16.9,Card,2.5,10,1.23,498,0
VMX-10893,VM-145,Kolkata,Office,18-03-2025,23:04:00,P-102,Bisleri Water,Drinks,25.07,134,130,4,3259.1,RP-011,Rahul,Working,20.8,UPI,3.2,119,3.58,393,1
VMX-10894,VM-099,Chennai,College,06-07-2025,05:25:00,P-103,Oreo Pack,Snacks,135.38,187,186,1,25180.68,RP-002,Mahesh,Low Power,15.8,UPI,3.4,50,4.13,491,1
VMX-10895,VM-095,Hyderabad,Mall,11-06-2025,18:55:00,P-107,Colgate Mini,Hygiene,28.61,103,90,13,2574.9,RP-009,Kiran,Working,17.3,UPI,2.4,113,1.56,312,1
VMX-10896,VM-185,Delhi,Office,20-01-2025,00:40:00,P-104,Red Bull,Drinks,137.02,66,53,13,7262.06,RP-020,Deepa,Low Power,10,UPI,4.3,64,1.81,125,1
VMX-10897,VM-021,Mumbai,Metro Station,11-04-2025,13:49:00,P-108,Sprite Bottle,Drinks,48.28,120,104,16,5021.12,RP-018,Anita,Maintenance,25,UPI,2.1,42,1.07,351,0
VMX-10898,VM-115,Mumbai,Office,29-04-2025,10:53:00,P-107,Colgate Mini,Hygiene,126.14,126,112,14,14127.68,RP-010,Mahesh,Working,20,Card,2.8,33,1.02,167,0
VMX-10899,VM-025,Hyderabad,Office,23-07-2025,00:27:00,P-103,Oreo Pack,Snacks,143.28,,128,7,18339.84,RP-018,Fatima,Low Power,10.2,Card,4.4,81,4.15,443,0
VMX-10900,VM-121,Mumbai,Metro Station,28-05-2025,03:54:00,P-107,Colgate Mini,Hygiene,148.44,74,57,17,8461.08,RP-011,Amit,Maintenance,19.8,Cash,4.1,10,2.32,175,1
VMX-10901,VM-213,Bangalore,Hospital,30-05-2025,21:16:00,P-100,Lays Classic,Snacks,23.92,86,81,5,1937.52,RP-007,Amit,Low Power,11.5,UPI,2.9,69,3.77,377,0
VMX-10902,VM-139,Bangalore,College,03-05-2025,02:49:00,P-101,Pepsi Can,Drinks,147.59,51,51,0,7527.09,RP-015,Deepa,Working,17.5,Card,3.4,15,2.92,364,1
VMX-10903,VM-097,Pune,Office,01-04-2025,12:51:00,P-101,Pepsi Can,Drinks,59.88,43,32,11,1916.16,RP-001,Rahul,Working,24.9,Cash,2.4,20,3.09,403,0
VMX-10904,VM-200,Kolkata,Hospital,16-01-2025,10:54:00,P-107,Colgate Mini,Hygiene,148.76,181,170,11,25289.2,RP-004,Fatima,Low Power,13.2,Cash,3.9,61,4.09,432,0
VMX-10905,VM-189,Bangalore,College,23-08-2025,12:20:00,P-103,Oreo Pack,Snacks,126.83,146,129,17,16361.07,RP-002,Rajesh,Working,10.1,UPI,2.1,85,4.74,382,1
VMX-10906,VM-050,Pune,Metro Station,26-08-2025,02:08:00,P-106,Snickers Bar,Snacks,114.96,21,11,10,1264.56,RP-018,Ravi,Maintenance,12,UPI,3.7,70,3.9,224,0
VMX-10907,VM-218,Chennai,College,06-05-2025,09:34:00,P-109,Doritos,Snacks,123.52,183,173,10,21368.96,RP-004,Mahesh,Low Power,20,Cash,4.1,104,2.52,128,1
VMX-10908,VM-158,Delhi,Office,06-07-2025,02:31:00,P-105,Dettol Wipe,Hygiene,128.96,39,23,16,2966.08,RP-014,Mahesh,Working,24.7,UPI,2.6,11,4.48,318,0
VMX-10909,VM-296,Bangalore,Metro Station,12-06-2025,03:11:00,P-105,Dettol Wipe,Hygiene,25.87,87,-29,10,1991.99,RP-003,Suresh,Working,14.1,Card,4.3,116,4.44,465,1
VMX-10910,VM-216,Hyderabad,Office,21-01-2025,09:58:00,P-108,Sprite Bottle,Drinks,102.11,45,33,12,3369.63,RP-009,Mahesh,Working,11,Card,2,114,2.91,290,1
VMX-10911,VM-087,Bangalore,Metro Station,07-05-2025,02:21:00,P-106,Snickers Bar,Snacks,85.88,87,82,5,7042.16,RP-004,Mahesh,Low Power,13.3,Card,2.4,94,4.83,492,0
VMX-10912,VM-122,Hyderabad,Hospital,07-04-2025,15:35:00,P-106,Snickers Bar,Snacks,10.74,153,145,8,1557.3,RP-007,Rahul,Maintenance,15.8,Card,2.9,17,2.62,352,1
VMX-10913,VM-131,Delhi,Metro Station,05-03-2025,22:26:00,P-109,Doritos,Snacks,50.27,83,64,19,3217.28,RP-016,Mahesh,Working,16.1,Cash,4.2,88,1.51,144,0
VMX-10914,VM-037,Delhi,Hospital,08-05-2025,23:02:00,P-103,Oreo Pack,Snacks,28.54,30,23,7,656.42,RP-005,Suresh,Low Power,24.4,Card,2,26,3.87,474,0
VMX-10915,VM-064,Kolkata,Office,15-03-2025,04:46:00,P-106,Snickers Bar,Snacks,24.97,72,58,14,1448.26,RP-011,Kiran,Low Power,19.9,Card,2.8,84,1.81,375,0
VMX-10916,VM-224,Hyderabad,Office,08-09-2025,15:17:00,P-103,Oreo Pack,Snacks,64.49,68,61,7,3933.89,RP-001,Kiran,Low Power,12.4,Cash,4.2,67,2.16,261,0
VMX-10917,VM-272,,Metro Station,07-08-2025,00:30:00,P-104,Red Bull,Drinks,29.7,91,86,5,2554.2,RP-015,Deepa,Low Power,19.7,UPI,2.6,110,2.1,294,1
VMX-10918,VM-121,Delhi,Hospital,10-03-2025,00:49:00,P-104,Red Bull,Drinks,32.46,76,62,14,2012.52,RP-013,Suresh,Maintenance,17.6,Cash,2.3,92,2.48,180,0
VMX-10919,VM-291,Hyderabad,Mall,26-07-2025,00:04:00,P-104,Red Bull,Drinks,130.68,152,143,9,18687.24,RP-010,Anita,Working,21.4,Card,4.8,109,3.45,459,0
VMX-10920,VM-284,Mumbai,Metro Station,11-01-2025,10:49:00,P-107,Colgate Mini,Hygiene,146.84,20,16,4,2349.44,RP-011,Mahesh,Low Power,12.9,Cash,4.2,92,4.06,178,1
VMX-10921,VM-242,Pune,Mall,02-07-2025,03:24:00,P-109,Doritos,Snacks,37.93,122,103,19,3906.79,RP-008,Deepa,Working,22.9,UPI,3.4,30,3.13,302,0
VMX-10922,VM-071,Bangalore,Hospital,22-02-2025,18:57:00,P-106,Snickers Bar,Snacks,144.05,24,22,2,3169.1,RP-002,Suresh,Low Power,16.2,Card,2.2,87,4.96,330,1
VMX-10923,VM-132,Hyderabad,Metro Station,09-07-2025,03:02:00,P-102,Bisleri Water,Drinks,40.9,74,68,6,2781.2,RP-014,Ravi,Low Power,19.6,UPI,4.7,11,2.36,171,0
VMX-10924,VM-142,Pune,Mall,04-05-2025,01:30:00,P-101,Pepsi Can,Drinks,122.76,173,156,17,19150.56,RP-001,Rajesh,Working,21.9,UPI,2.3,64,3.33,344,1
VMX-10925,VM-085,Hyderabad,College,20-08-2025,17:44:00,P-100,Lays Classic,Snacks,69.79,109,98,11,6839.42,RP-019,Mahesh,Maintenance,14.1,Cash,4.5,29,3.95,425,0
VMX-10926,VM-231,Bangalore,Metro Station,01-06-2025,14:03:00,P-103,Oreo Pack,Snacks,125.82,70,66,4,8304.12,RP-005,Mahesh,Working,20.9,Card,2.6,80,4.03,439,1
VMX-10927,VM-088,Chennai,College,31-08-2025,12:00:00,P-106,Snickers Bar,Snacks,31.55,36,31,5,978.05,RP-018,Amit,Maintenance,22.6,UPI,2.3,97,1.63,87,0
VMX-10928,VM-285,Delhi,Metro Station,17-05-2025,22:33:00,P-106,Snickers Bar,Snacks,25.18,78,73,5,1838.14,RP-019,Rahul,Low Power,23.3,Cash,4.5,76,3.13,340,0
VMX-10929,VM-110,Delhi,College,23-05-2025,10:16:00,P-107,Colgate Mini,Hygiene,69.48,176,162,14,11255.76,RP-007,Kiran,Low Power,15.6,Card,3.4,11,4.5,109,0
VMX-10930,VM-203,Delhi,Metro Station,27-02-2025,17:30:00,P-100,Lays Classic,Snacks,42.16,199,182,17,7673.12,RP-005,Mahesh,Maintenance,12.7,Cash,4.4,30,4.63,310,0
VMX-10931,VM-133,Chennai,Office,26-09-2025,17:05:00,P-103,Oreo Pack,Snacks,85.46,41,31,10,2649.26,RP-018,Amit,Working,10.7,UPI,4.6,26,1.56,454,0
VMX-10932,VM-280,Hyderabad,Office,06-02-2025,13:46:00,P-101,Pepsi Can,Drinks,82.51,179,165,14,13614.15,RP-015,Amit,Maintenance,14.1,UPI,2.1,97,1.05,63,0
VMX-10933,VM-098,Mumbai,College,11-02-2025,02:44:00,P-100,Lays Classic,Snacks,21.71,62,42,20,911.82,RP-015,Fatima,Maintenance,15.6,Card,4.2,77,1.1,126,1
VMX-10934,VM-082,Hyderabad,Metro Station,29-05-2025,09:16:00,P-105,Dettol Wipe,Hygiene,63.07,49,33,16,2081.31,RP-005,Rahul,Maintenance,18.6,UPI,2.9,66,4.64,89,0
VMX-10935,VM-241,Hyderabad,Metro Station,22-01-2025,10:24:00,P-102,Bisleri Water,Drinks,125.41,93,77,16,9656.57,RP-014,Rajesh,Working,10.7,Cash,2,33,4.54,243,1
VMX-10936,VM-194,Pune,College,29-09-2025,04:25:00,P-105,Dettol Wipe,Hygiene,22.42,152,144,8,3228.48,RP-008,Kiran,Working,22,Card,2.7,41,2.48,75,1
VMX-10937,VM-021,Delhi,Hospital,22-01-2025,17:45:00,P-104,Red Bull,Drinks,125.02,167,155,12,19378.1,RP-002,Kiran,Working,13.6,Card,4.6,71,2.84,231,0
VMX-10938,VM-138,Kolkata,College,06-03-2025,02:03:00,P-109,Doritos,Snacks,119.01,154,149,5,17732.49,RP-004,Kiran,Low Power,22.5,Cash,4.7,117,3.12,52,1
VMX-10939,VM-128,Pune,Mall,08-10-2025,15:31:00,P-104,Red Bull,Drinks,144.7,184,179,5,25901.3,RP-013,Suresh,Maintenance,19.7,UPI,2.8,19,3.69,122,1
VMX-10940,VM-082,Hyderabad,Mall,07-06-2025,13:19:00,P-109,Doritos,Snacks,104.91,63,47,16,4930.77,RP-014,Amit,Low Power,20.8,Card,3.3,13,2.24,448,1
VMX-10941,VM-081,Chennai,Office,30-05-2025,20:24:00,P-101,Pepsi Can,Drinks,74.68,30,18,12,1344.24,RP-010,Mahesh,Working,16,Cash,4.2,47,2.36,399,0
VMX-10942,VM-211,Kolkata,Office,29-08-2025,12:19:00,P-104,Red Bull,Drinks,36.83,25,23,2,847.09,RP-010,Fatima,Maintenance,24.4,Card,3.5,117,1.09,165,0
VMX-10943,VM-142,Chennai,Mall,23-09-2025,05:53:00,P-105,Dettol Wipe,Hygiene,43.8,198,182,16,7971.6,RP-015,Rahul,Maintenance,10.9,Card,3,37,3.75,79,1
VMX-10944,VM-270,Chennai,Metro Station,01-07-2025,06:53:00,P-103,Oreo Pack,Snacks,38.65,75,69,6,2666.85,RP-011,Ravi,Low Power,20.9,Cash,4.4,11,1.38,357,1
VMX-10945,VM-124,Pune,College,25-01-2025,19:12:00,P-108,Sprite Bottle,Drinks,75.3,51,34,17,2560.2,RP-007,Rajesh,Working,12,Card,3,28,1.16,258,0
VMX-10946,VM-049,Mumbai,Metro Station,12-09-2025,10:24:00,P-101,Pepsi Can,Drinks,143.87,176,160,16,23019.2,RP-014,Fatima,Maintenance,23,Cash,2,23,1.83,63,0
VMX-10947,VM-007,Bangalore,Hospital,07-03-2025,19:33:00,P-109,Doritos,Snacks,24.94,126,123,3,3067.62,RP-011,Rajesh,Maintenance,20.5,UPI,4.2,105,4.92,111,1
VMX-10948,VM-178,Bangalore,College,20-07-2025,11:39:00,P-100,Lays Classic,Snacks,133.52,194,188,6,25101.76,RP-003,Anita,Maintenance,11.1,Cash,4.6,81,4.09,196,0
VMX-10949,VM-014,Pune,Mall,29-09-2025,15:21:00,P-108,Sprite Bottle,Drinks,50.91,79,67,12,3410.97,RP-014,Suresh,Working,22.2,Cash,4.8,77,3.41,125,0
VMX-10950,VM-131,Hyderabad,Office,03-08-2025,02:05:00,P-103,Oreo Pack,Snacks,73.18,105,95,10,6952.1,RP-005,Fatima,Maintenance,16.1,Card,2.1,46,3.52,448,1
VMX-10951,VM-266,Delhi,College,11-08-2025,23:02:00,P-103,Oreo Pack,Snacks,78.93,121,108,13,8524.44,RP-004,Amit,Low Power,21.7,Cash,4.8,120,1.77,78,0
VMX-10952,VM-234,Hyderabad,Office,14-01-2025,12:09:00,P-105,Dettol Wipe,Hygiene,64.68,175,173,2,11189.64,RP-007,Ravi,Working,21.5,UPI,4.7,45,1.21,270,0
VMX-10953,VM-288,Delhi,Mall,06-09-2025,13:48:00,P-106,Snickers Bar,Snacks,90.09,144,124,20,11171.16,RP-020,Suresh,Maintenance,22.5,UPI,4.2,5,1.46,205,0
VMX-10954,VM-282,Delhi,Metro Station,02-06-2025,07:30:00,P-108,Sprite Bottle,Drinks,147.92,69,59,10,8727.28,RP-005,Kiran,Working,13.2,Card,3.1,92,1.5,102,1
VMX-10955,VM-290,Pune,College,25-01-2025,16:23:00,P-107,Colgate Mini,Hygiene,106.76,24,5,19,533.8,RP-010,Anita,Maintenance,12.7,Cash,4.1,57,4.97,348,0
VMX-10956,VM-193,Kolkata,Office,04-08-2025,19:36:00,P-106,Snickers Bar,Snacks,115.87,200,,18,21088.34,RP-018,Rahul,Maintenance,21.2,Card,4,109,2.82,317,1
VMX-10957,VM-128,Bangalore,Office,16-07-2025,20:36:00,P-102,Bisleri Water,Drinks,84.94,113,95,18,8069.3,RP-019,Ravi,Low Power,10.3,Card,4.7,72,3.48,488,0
VMX-10958,VM-073,Kolkata,Hospital,25-04-2025,09:49:00,P-102,Bisleri Water,Drinks,134.68,47,42,5,5656.56,RP-013,Rahul,Maintenance,24.4,Cash,3.2,89,1.09,335,1
VMX-10959,VM-227,Bangalore,Mall,02-08-2025,00:41:00,P-102,Bisleri Water,Drinks,65.72,50,36,14,2365.92,RP-010,Fatima,Maintenance,13.4,Card,2.7,85,3.65,235,0
VMX-10960,VM-177,Mumbai,College,26-05-2025,00:57:00,P-108,Sprite Bottle,Drinks,29.39,163,163,0,4790.57,RP-005,Rahul,Maintenance,16.5,Cash,3.6,108,4.14,257,1
VMX-10961,VM-294,Mumbai,Office,17-02-2025,17:24:00,P-108,Sprite Bottle,Drinks,104.72,131,123,8,12880.56,RP-014,Ravi,Working,10.2,UPI,4.4,12,3.69,401,0
VMX-10962,VM-099,Kolkata,Office,22-06-2025,03:16:00,P-103,Oreo Pack,Snacks,123.01,100,82,18,10086.82,RP-013,Fatima,Working,13.6,UPI,4.5,34,3.5,70,0
VMX-10963,VM-264,Mumbai,Metro Station,04-01-2025,21:54:00,P-102,Bisleri Water,Drinks,76.98,77,77,0,5927.46,RP-013,Kiran,Working,25,Cash,4.5,97,2.55,153,0
VMX-10964,VM-193,Pune,College,14-01-2025,01:04:00,P-101,Pepsi Can,Drinks,103.56,176,166,10,17190.96,RP-020,Anita,Working,14.4,Card,2.2,94,2.29,282,1
VMX-10965,VM-074,Hyderabad,Office,15-08-2025,20:26:00,P-102,Bisleri Water,Drinks,130.81,153,147,6,19229.07,RP-008,Anita,Low Power,10.3,UPI,3.3,76,2.13,133,0
VMX-10966,VM-177,Hyderabad,Metro Station,08-03-2025,19:08:00,P-107,Colgate Mini,Hygiene,133.96,123,110,13,14735.6,RP-003,Rajesh,Maintenance,19.4,UPI,4.8,118,1.19,132,0
VMX-10967,VM-102,Bangalore,Hospital,15-05-2025,02:12:00,P-104,Red Bull,Drinks,13.18,154,137,17,1805.66,RP-008,Ravi,Working,24.3,UPI,3.1,119,1.68,226,1
VMX-10968,VM-085,Delhi,College,06-01-2025,06:54:00,P-101,Pepsi Can,Drinks,75.41,40,26,14,1960.66,RP-003,Rahul,Working,10,Cash,2.7,54,1.95,312,1
VMX-10969,VM-098,Bangalore,Hospital,26-06-2025,12:07:00,P-102,Bisleri Water,Drinks,75.48,159,141,18,10642.68,RP-003,Fatima,Low Power,14.6,Card,2.1,21,4.46,215,0
VMX-10970,VM-142,Chennai,College,23-01-2025,03:27:00,P-102,Bisleri Water,Drinks,130.98,95,79,16,10347.42,RP-008,Rajesh,Working,20.2,Cash,3.2,68,1.43,122,1
VMX-10971,VM-083,Delhi,College,08-02-2025,00:53:00,P-107,Colgate Mini,Hygiene,103.42,63,58,5,5998.36,RP-016,Rahul,Maintenance,22.4,Cash,3.9,33,3.08,264,0
VMX-10972,VM-219,Kolkata,Mall,13-08-2025,07:48:00,P-109,Doritos,Snacks,86.46,145,126,19,10893.96,RP-018,Suresh,Working,22.7,Cash,3.6,40,2.63,223,0
VMX-10973,VM-220,Mumbai,College,06-10-2025,23:40:00,P-109,Doritos,Snacks,115.04,25,10,15,1150.4,RP-015,Rajesh,Maintenance,10.9,UPI,2.7,51,3.07,463,0
VMX-10974,VM-088,Bangalore,Mall,04-10-2025,04:05:00,P-100,Lays Classic,Snacks,61.11,20,8,12,488.88,RP-012,Deepa,Maintenance,12.4,UPI,4,84,2.46,447,1
VMX-10975,VM-038,Pune,Mall,27-07-2025,18:09:00,P-108,Sprite Bottle,Drinks,148.44,46,38,8,5640.72,RP-003,Rahul,Working,14.9,UPI,4.9,96,3.38,70,1
VMX-10976,VM-009,Bangalore,Mall,28-05-2025,17:55:00,P-103,Oreo Pack,Snacks,70.19,175,158,17,11090.02,RP-002,Deepa,Working,24.3,Card,4.2,84,4.37,271,1
VMX-10977,VM-263,Pune,College,02-06-2025,19:21:00,P-108,Sprite Bottle,Drinks,145.67,185,181,4,26366.27,RP-003,Anita,Low Power,16.8,Card,3.5,103,4,68,1
VMX-10978,VM-200,Mumbai,Mall,06-10-2025,12:28:00,P-101,Pepsi Can,Drinks,59.97,65,58,7,3478.26,RP-018,Amit,Working,24,UPI,2.8,99,1.31,364,0
